id,api_entity_with_single_des_id,qualified_name,single_description,final_annotation_type,core_verb
489,29881,javax.swing.tree.DefaultTreeCellRenderer.setLeafIcon(javax.swing.Icon),Sets the icon used to represent leaf nodes.,77,set
490,44280,"android.media.midi.MidiReceiver.send(byte[],int,int,long)",Called to send MIDI data to the receiver with a specified timestamp.,19,send
491,43136,android.media.AudioManager.dispatchMediaKeyEvent(android.view.KeyEvent),Sends a simulated key event for a media button.,19,send
492,52360,android.view.View.sendAccessibilityEvent(int),Sends an accessibility event of the given type.,19,send
493,33094,org.omg.PortableInterceptor.ClientRequestInfoOperations.effective_profile(),Returns the profile that will be used to send the request.,54,return
494,45691,android.nfc.tech.MifareUltralight.transceive(byte[]),Send raw NfcA data to a tag and receive the response.,19,send
495,19414,javax.management.NotificationBroadcasterSupport.sendNotification(javax.management.Notification),Sends a notification.,19,send
496,19983,"javax.management.relation.RelationServiceMBean.sendRoleUpdateNotification(java.lang.String,javax.management.relation.Role,java.util.List<javax.management.ObjectName>)",Sends a notification (RelationNotification) for a role update in the given relation.,19,send
497,51037,"android.util.Log.d(java.lang.String,java.lang.String,java.lang.Throwable)",Send a DEBUG log message and log the exception.,19,send
498,38832,android.drm.DrmManagerClient.setOnInfoListener(android.drm.DrmManagerClient.OnInfoListener),"Registers an DrmManagerClient.OnInfoListener callback, which is invoked when the DRM framework sends status or warning information during registration or rights acquisition.",61,register
499,24814,javax.swing.JTabbedPane.fireStateChanged(),"Sends a ChangeEvent, with this JTabbedPane as the source, to each registered listener.",19,send
500,32795,org.omg.DynamicAny._DynFixedStub.get_dyn_any(),Extracts the Any value contained in the Any represented by this DynAny and returns it wrapped into a new DynAny.,54,extract
501,33027,org.omg.DynamicAny._DynValueStub.get_longlong(),Extracts the long value from this DynAny.,54,extract
502,32915,org.omg.DynamicAny._DynStructStub.get_short(),Extracts the short value from this DynAny.,54,extract
503,33024,org.omg.DynamicAny._DynValueStub.get_dyn_any(),Extracts the Any value contained in the Any represented by this DynAny and returns it wrapped into a new DynAny.,54,extract
504,31980,org.omg.CORBA.Any.extract_short(),Extracts the short in this Any object's value field.,54,extract
505,32804,org.omg.DynamicAny._DynFixedStub.get_ulong(),Extracts the integer value from this DynAny.,54,extract
506,49241,android.telephony.PhoneNumberUtils.extractPostDialPortion(java.lang.String),"Extracts the post-dial sequence of DTMF control digits, pauses, and waits.",54,extract
507,33037,org.omg.DynamicAny._DynValueStub.get_ushort(),Extracts the short value from this DynAny.,54,extract
508,32856,org.omg.DynamicAny._DynSequenceStub.get_reference(),Extracts the reference to a CORBA Object from this DynAny.,54,extract
509,18011,javax.crypto.EncryptedPrivateKeyInfo.getKeySpec(java.security.Key),Extract the enclosed PKCS8EncodedKeySpec object from the encrypted data and return it.,54,extract
510,44468,"android.media.tv.TvContract.requestChannelBrowsable(android.content.Context,long)",Requests to make a channel browsable.,6,request
511,43491,"android.media.MediaDataSource.readAt(long,byte[],int,int)",Called to request data from the given position.,9,\N
512,23765,javax.swing.JComponent.grabFocus(),"Requests that this Component get the input focus, and that this Component's top-level ancestor become the focused Window.",6,request
513,8594,java.lang.management.MemoryUsage.getInit(),Returns the amount of memory in bytes that the Java virtual machine initially requests from the operating system for memory management.,54,return
514,34408,android.app.Activity.requestShowKeyboardShortcuts(),Request the Keyboard Shortcuts screen to show up.,6,request
515,26500,javax.swing.plaf.basic.BasicOptionPaneUI.selectInitialValue(javax.swing.JOptionPane),"If inputComponent is non-null, the focus is requested on that, otherwise request focus on the default value",6,\N
516,44523,android.media.tv.TvInputService.RecordingSession.onStopRecording(),Called when the application requests to stop TV program recording.,9,call
517,48357,android.service.voice.VoiceInteractionSession.onGetSupportedCommands(java.lang.String),Request to query for what extended commands the session supports.,62,query
518,37114,"android.content.ContentResolver.refresh(android.net.Uri,android.os.Bundle,android.os.CancellationSignal)",This allows clients to request an explicit refresh of content identified by uri.,6,allow
519,45531,"android.net.wifi.p2p.WifiP2pManager.clearServiceRequests(android.net.wifi.p2p.WifiP2pManager.Channel,android.net.wifi.p2p.WifiP2pManager.ActionListener)",Clear all registered service discovery requests.,29,\N
520,35166,android.app.LauncherActivity.makeListItems(),Perform the query to determine which results to show and return a list of them.,54,determine
521,34182,android.app.ActionBar.OnMenuVisibilityListener.onMenuVisibilityChanged(boolean),Called when an action bar menu is shown or hidden.,9,call
522,46704,android.preference.MultiSelectListPreference.onPrepareDialogBuilder(android.app.AlertDialog.Builder),Prepares the dialog builder to be shown when the preference is clicked.,56,prepare
523,52741,android.view.ViewGroup.drawableStateChanged(),This function is called whenever the state of the view changes in such a way that it impacts the state of drawables being shown.,53,\N
524,46663,android.preference.DialogPreference.onPrepareDialogBuilder(android.app.AlertDialog.Builder),Prepares the dialog builder to be shown when the preference is clicked.,56,prepare
525,35597,"android.app.ProgressDialog.show(android.content.Context,java.lang.CharSequence,java.lang.CharSequence,boolean)",Creates and shows a ProgressDialog.,35,show
526,51324,"android.view.Menu.setGroupCheckable(int,boolean,boolean)",Control whether a particular group of items can show a check mark.,,control
527,35595,"android.app.ProgressDialog.show(android.content.Context,java.lang.CharSequence,java.lang.CharSequence,boolean,boolean,android.content.DialogInterface.OnCancelListener)",Creates and shows a ProgressDialog.,35,show
528,48361,android.service.voice.VoiceInteractionSession.onHide(),Called immediately after stopping to show the session UI.,9,\N
529,26299,javax.swing.plaf.basic.BasicComboBoxUI.toggleOpenClose(),Hides the popup if it is showing and shows the popup if it is hidden.,30,hide
530,26615,javax.swing.plaf.basic.BasicSpinnerUI.installListeners(),Initializes PropertyChangeListener with a shared object that delegates interesting PropertyChangeEvents to protected methods.,56,initialize
531,10921,java.security.cert.CertPathChecker.init(boolean),Initializes the internal state of this CertPathChecker.,56,initialize
532,17044,java.util.logging.LogManager.readConfiguration(java.io.InputStream),"Reinitialize the logging properties and reread the logging configuration from the given stream, which should be in java.util.Properties format.",56,reinitialize
533,10837,"java.security.Signature.initSign(java.security.PrivateKey,java.security.SecureRandom)",Initialize this object for signing.,56,initialize
534,35697,android.app.TabActivity.onRestoreInstanceState(android.os.Bundle),"This method is called after onStart() when the activity is being re-initialized from a previously saved state, given here in savedInstanceState.",9,call
535,21074,javax.net.ssl.TrustManagerFactorySpi.engineInit(javax.net.ssl.ManagerFactoryParameters),Initializes this factory with a source of provider-specific key material.,56,initialize
536,32947,org.omg.DynamicAny._DynStructStub.set_members(org.omg.DynamicAny.NameValuePair[]),Initializes the struct data value associated with a DynStruct object from a sequence of NameValuePairs.,56,initialize
537,33447,"org.w3c.dom.events.Event.initEvent(java.lang.String,boolean,boolean)",The initEvent method is used to initialize the value of an Event created through the DocumentEvent interface.,56,initialize
538,54835,"android.widget.DatePicker.init(int,int,int,android.widget.DatePicker.OnDateChangedListener)",Initialize the state.,56,initialize
539,27722,javax.swing.plaf.synth.SynthEditorPaneUI.installDefaults(),"Initializes component properties, such as font, foreground, background, caret color, selection color, selected text color, disabled text color, and border color.",56,initialize
540,34710,android.app.Dialog.dispatchPopulateAccessibilityEvent(android.view.accessibility.AccessibilityEvent),Called to process population of AccessibilityEvents.,21,process
541,25411,javax.swing.MenuSelectionManager.processKeyEvent(java.awt.event.KeyEvent),"When a MenuElement receives an event from a KeyListener, it should never process the event directly.",21,\N
542,34274,android.app.Activity.dispatchPopulateAccessibilityEvent(android.view.accessibility.AccessibilityEvent),Called to process population of AccessibilityEvents.,21,process
543,25655,javax.swing.SwingUtilities.processKeyBindings(java.awt.event.KeyEvent),Process the key bindings for the Component associated with event.,21,process
544,34273,android.app.Activity.dispatchKeyShortcutEvent(android.view.KeyEvent),Called to process a key shortcut event.,9,process
545,23682,"javax.swing.JComboBox.processKeyBinding(javax.swing.KeyStroke,java.awt.event.KeyEvent,int,boolean)","Invoked to process the key bindings for ks as the result of the KeyEvent e. This obtains the appropriate InputMap, gets the binding, gets the action from the ActionMap, and then (if the action is found and the component is enabled) invokes notifyAction to notify the action.",21,process
